sku,product_name,product_price,product_img,product_description
#06214571,"Women's Daily Simple Casual Winter Long Coat,Solid Shirt Collar Cotton Acrylic Polyester  ","
				Rs788
			",,"Style:, Simple,Fabric:, Cotton"
#05781300,"Women's Party Plus Size Vintage Sophisticated A Line Dress,Solid Color Polka dots Round Neck Midi Sleeveless Rayon All Seasons High Waist  ","
				Rs901
			",,"Style:, Sophisticated, Vintage,Occasion:, Party,Dresses Type:, A Line,Waistline:, High Waist,Pattern:, Polka Dot,Special Size:, Plus Size"
#06379260,"Men's Sweater Floppy Hat,Work Casual Solid Winter Sporty Knitted Black  ","
				Rs394
			",,"Gender:, Men's,Fabric:, Sweater,Pattern:, Solid,Hats Category:, Floppy Hat"
#04615426,Women's Hoop Earrings Statement Jewelry Festival/Holiday Bridal Costume Jewelry Alloy Circle Jewelry For Wedding Party Special Occasion  ,"
				Rs198
			",https://li2.rightinthebox.com/images/384x384/201507/opqqnt1436871759049.jpg,
#06222117,Xiaomi Mi notebook Pro laptop 15.6 inch i5-8250U 8GB DDR4 256GB SSD Windows10 MX150 backlit keyboard  ,"
				Rs52,947
			",https://li3.rightinthebox.com/images/384x384/201709/jpmd1505720285523.jpg,"CPU Model:, i5-8250U,Graphics Chipeset:, MX150,Screen Size(inch):, 15.6 inch,Screen Type:, IPS,Hard Disk Capacity:, 256GB SSD,Memory Capacity:, 8GB"
#06011967,"Girl's Solid Dress,Cotton Polyester Summer Sleeveless Lace Gray Purple Light Blue Royal Blue Lavender  ","
				Rs742
			",,"Fabric:, Cotton"
#06214571,"Women's Daily Simple Casual Winter Long Coat,Solid Shirt Collar Cotton Acrylic Polyester  ","
				Rs788
			",,"Style:, Simple,Fabric:, Cotton"
#06220983,"Women's Going out Sexy A Line Dress,Solid Deep V Mini Long Sleeves Polyester Fall High Rise Micro-elastic Medium  ","
				Rs497
			",,"Style:, Sexy,Dresses Type:, A Line,Neckline:, Deep V,Design:, Lace, - ,Sleeve Type:, Flare Sleeve,Waistline:, High Rise,Dress Length:, Mini"
#05855200,"Women's Going out Plus Size Sophisticated Loose Chiffon Dress,Print Color Block Round Neck Midi Knee-length Short Sleeves Polyester Summer  ","
				Rs1,295
			",,"Style:, Sophisticated,Design:, Layered,Pattern:, Color Block,Special Size:, Plus Size"
#06033049,"Women's Daily Knee Length Skirts, Casual Bodycon PU Solid Winter Fall  ","
				Rs732
			",,"Pants Type:, Bodycon"
#05655936,"Women's Going out Street chic Loose Dress,Print V Neck Knee-length Rayon Polyester Summer Mid Rise Inelastic Medium  ","
				Rs732
			",,"Style:, Street chic,Design:, Split"
#06221031,"Women's Daily Going out Cute Sexy A Line Dress,Solid V Neck Above Knee Long Sleeves Polyester Winter Fall Mid Rise Micro-elastic Medium  ","
				Rs497
			",,"Style:, Cute, Sexy,Dresses Type:, A Line"
#06155409,"SHE IN SUN Women's Daily Holiday Going out Casual Street chic Lace Skater Dress,Jacquard Round Neck Midi Sleeveless Polyester Spring Fall High Rise  ","
				Rs2,196
			",,
#05636135,"Xiaomi Redmi 4X 5.0"" 4G Smartphone Global Version(3GB+32GB 13MP Snapdragon 435 4100.0mAh)  ","
				Rs8,482
			",https://li6.rightinthebox.com/images/384x384/201703/mzpdwg1490325906424.jpg,"Hardware Platform:, Qualcomm Snapdragon 435,RAM:, 3GB,Back Camera:, 13 MP,ROM:, 32GB,Product type:, 4G Smartphone,Screen Resolution:, 1280x720,Screen Size:, 5 inch"
#06222038,Xiaomi® Dafang 1080P Smart IP Camera WiFi PTZ Full HD Motion Detection  ,"
				Rs1,590
			",https://li8.rightinthebox.com/images/384x384/201709/vmomyt1505717466819.jpg,"Shape:, PTZ,Sensor:, CMOS,Effective Pixels:, 2.0 MP,Lens:, Day Night, Prime,Connection:, Wireless,Supported Mobile Systems:, Android, iPhone OS,Features:, Day Night, Plug and play, Wi-Fi Protected Setup, Remote Access, Dual Stream, Motion Detection"
#06351254,Original Xiaomi Yi 1080P Car WiFi DVR CN Version Dual Usb 2.7 inches Screen Yi A12 Dual Core ADAS 165 Degree View Angle   ,"
				Rs3,512
			",https://li3.rightinthebox.com/images/384x384/201711/jdonkk1510051342862.jpg,
#06214630,Xiaomi Mi NOTE 3 5.5 inch 4G Smartphone (6GB+64GB 12MP Dual Camera Snapdragon 660 3500mAh)  ,"
				Rs19,615
			",https://li1.rightinthebox.com/images/384x384/201709/infrpr1505370690168.jpg,"Product type:, 4G Smartphone,4G:, FDD(B3 1800MHz), TDD(B41 2500MHz), FDD(B1 2100MHz), TDD(B40 2300MHz), TDD(B39 1900MHz), TDD(B38 2600MHz), FDD(B8 900MHz), FDD(B7  2600MHz), FDD(B5 850MHz),CPU Type:, Octa Core,RAM:, 6GB,ROM:, 64GB,Fingerprint:, Yes,Screen Resolution:, 1920*1080,Screen Size:, 5.5,Back Camera:, 12 MP,Camera Function:, Dual Camera"
#06353656,Xiaomi MI A1 5.5 inch 4G Smartphone (4GB+64GB 12MP Dual Camera Snapdragon 625 3080mAh Power By Google)  ,"
				Rs13,253
			",https://li4.rightinthebox.com/images/384x384/201711/xefwgq1510137474167.jpg,"Product type:, 4G Smartphone,4G:, FDD(B1 2100MHz), FDD(B20 800MHz), FDD(B8 900MHz), FDD(B7  2600MHz), FDD(B5 850MHz), FDD(B3 1800MHz),Hardware Platform:, Qualcomm Snapdragon 625,CPU Type:, Octa Core,RAM:, 4GB,ROM:, 64GB,Fingerprint:, Yes,Screen Resolution:, 1920*1080,Screen Size:, 5.5,Back Camera:, 12 MP"
#06283089,Xiaomi Mijia Roborock Vacuum Cleaner 2 Sweep Mop LDS Bumper SLAM 2000Pa Suction 5200mAh Battery  ,"
				Rs33,134
			",https://li4.rightinthebox.com/images/384x384/201710/ibrpwi1508142460651.jpg,
#06361610,Xiaomi Square Box 2 Bluetooth Speaker Bluetooth 4.2 3.5mm AUX Bookshelf Speaker White  ,"
				Rs1,665
			",https://li4.rightinthebox.com/images/384x384/201711/hdgzhz1510364610644.jpg,
#06256702,"SHE IN SUN Women's Daily Work Sophisticated Lace Dress,Solid Round Neck Maxi Long Sleeves Polyester Fall Mid Rise Inelastic Medium  ","
				Rs1,971
			",,
#05567256,Maxlindy Women's Going out / Party/Cocktail / Holiday Vintage / Street chic /Midi Chiffon Swing Dress  ,"
				Rs1,689
			",,"Fabric:, Cotton"
#06434999,"SHE IN SUN Women's Going out Casual/Daily Boho Street chic Swing Dress,Jacquard Round Neck Midi Long Sleeve Polyester Fall Mid Rise Inelastic Opaque  ","
				Rs1,858
			",,
#05238796,"MARCOBOR Women's Daily Casual Bodycon Dress,Embroidered Round Neck Above Knee Short Sleeves Polyester Summer Mid Rise Micro-elastic Medium  ","
				Rs2,816
			",,
#06290556,Maxlindy Women's Party Going out Daily Sexy Vintage Sophisticated A Line DressSolid Round Neck Midi Long Sleeves Polyester Fall Winter Mid  ,"
				Rs2,140
			",,
#06288656,"SHE IN SUN Women's Party Daily Casual Street chic Sheath Skater Dress,Jacquard Round Neck Midi 3/4 Length Sleeves Polyester Winter Fall Mid Rise  ","
				Rs1,802
			",,
#05867491,"Women's Beach Holiday Plus Size Casual Chinoiserie Sophisticated A Line Sheath Swing Dress,Print Round Neck Midi Half Sleeves Polyester  ","
				Rs1,239
			",,"Fabric:, Chiffon,Special Size:, Plus Size"
#05655283,"Women's Rabbit Fur Baseball Cap,Vintage Casual Solid All Seasons Blushing Pink Beige Gray Purple Wine  ","
				Rs675
			",https://li3.rightinthebox.com/images/384x384/201703/hqytbq1490950703605.jpg,"Pattern:, Solid,Season:, All Seasons,Hats Category:, Baseball Cap"
#05385500,"Women's Rabbit Fur Beanie/Slouchy,Casual Fall Black Purple Wine  ","
				Rs506
			",,"Season:, Fall,Hats Category:, Beanie/Slouchy"
#04579382,"Women's Wool Cotton Beret Hat,Vintage Cute Party Work Casual Solid Winter Purple Red Pink Wine Khaki  ","
				Rs394
			",,"Material Shown Color:, Pink, Gray, Purple, Brown, Red,Fabric:, Cotton, Wool,Pattern:, Solid,Season:, Winter,Hats Category:, Beret Hat,Winter Accessories:, Hat & Cap"
#06363691,"Women's Acrylic Special Fur Types Wrist Length Half Finger,Casual Solid Winter  ","
				Rs281
			",,"Gender:, Women's,Gloves Category:, Half Finger,Pattern:, Solid"
#03907610,Women's Wool Blend Cute Work Casual Solid Winter Black Brown  ,"
				Rs394
			",,"Material Shown Color:, Brown, Black,Pattern:, Solid,Season:, Winter,Winter Accessories:, Hat & Cap"
#06160874,"Men's Genuine leather Alloy Waist Belt,Gold Silver Vintage Work Casual Solid  ","
				Rs394
			",,"Gender:, Men's,Material:, Alloy,Pattern:, Solid"
#01055026,"Men's Leather Waist Belt, White Black Brown Light Brown Party Work Casual Solid  ","
				Rs281
			",,"Gender:, Men's,Material:, Leather,Pattern:, Solid,Season:, All Seasons, Winter, Summer"
#01881405,Women's Watch Crystal Wing Infinity Leather Strap Watch Weave Band Cool Watches Unique Watches Fashion Watch  ,"
				Rs463
			",https://li8.rightinthebox.com/images/384x384/201408/yuzrap1409459268606.jpg,"Features:, Imitation Diamond,Battery:, Jinli 377"
#04287863,Gold Strap Watch Full Stainless Steel Woman Fashion Dress Watches New Brand Name Geneva Quartz Watch Best Quality Cool Watches Unique Watches  ,"
				Rs331
			",https://li6.rightinthebox.com/images/384x384/201509/xbbcda1441963778916.jpg,"Battery:, SSUO SR626SW"
#04866666,Women's European Style Fashion Personality Leather Strap Watch Roman Numerals Wrist Watch Cool Watches Unique Watches  ,"
				Rs264
			",,"Battery:, Tianqiu 377"
#04461415,Fashion Summer Style Leather Strap Watch Casual Bracelet Watches Wristwatch Women Dress Watches Cool Watches Unique Watches  ,"
				Rs331
			",https://li1.rightinthebox.com/images/384x384/201510/pwtvjl1445398289486.jpg,"Features:, Imitation Diamond,Battery:, Tianqiu 377"
#02262910,Couple‘s Watch Men's Watch Korean Fashion Strip Belt Personality Gear Dial Circular Imitation Diamond Quartz Watches Cool Watches Unique Watches  ,"
				Rs397
			",https://li4.rightinthebox.com/images/384x384/201508/hadt1440473336186.jpg,"Features:, Imitation Diamond, Rhinestone,Battery:, SSUO 377"
#06030719,Women's Fashion Watch Wrist watch Bracelet Watch Unique Creative Watch Chinese Quartz Imitation Diamond Genuine Leather Band Vintage  ,"
				Rs529
			",,"Features:, Imitation Diamond,Band Material:, Genuine Leather,Battery:, KC 377A"
#06396453,Women's Casual Watch Fashion Watch Simulated Diamond Watch Chinese Quartz Chronograph PU Band Casual Christmas Black White Blue Red  ,"
				Rs568
			",,"Features:, Chronograph, - ,Battery:, Sony 377"
#05682810,Women's Sport Watch Dress Watch Fashion Watch Wrist watch Large Dial Quartz Genuine Leather Band Charm World Map Multi-Colored  ,"
				Rs655
			",,"Features:, Large Dial,Band Material:, Genuine Leather"
#04875350,"Women's Daily Cute Spring Blouse,Patchwork V Neck Half Sleeve Chiffon Opaque  ","
				Rs394
			",,"Style:, Cute,Tops Type:, Blouse,Fabric:, Chiffon,Design:, Lace,Pattern:, Patchwork"
#06196225,"Women's Going out Sexy Sophisticated Sheath Dress,Solid Color Round Neck Knee-length Long Sleeves Velvet Winter Fall Mid Waist  ","
				Rs645
			",,"Style:, Sophisticated, Sexy,Fabric:, Velvet,2018 Trends:, Split"
#05714626,Women's Going out Beach Holiday Chinoiserie Loose Asymmetrical Dress Print Round Neck Sleeveless Cotton Linen Spring Summer  ,"
				Rs529
			",,"Style:, Chinoiserie,Occasion:, Beach, Holiday,Fabric:, Linen, Cotton,Dress Length:, Asymmetrical,2018 Trends:, Floral Patterns"
#05007019,"Women's Daily Plus Size Chinoiserie Loose Chiffon Dress,Floral Print Round Neck Knee-length Half Sleeves Nylon Spring Summer Mid Rise  ","
				Rs788
			",,"Style:, Chinoiserie,2018 Trends:, Floral Patterns,Special Size:, Plus Size"
#05901318,"Women's Going out Work Plus Size Casual Sophisticated Swing Dress,Print Round Neck Midi Knee-length Rayon Polyester All Seasons High Rise  ","
				Rs901
			",,"Style:, Sophisticated,Occasion:, Work,Dresses Type:, Swing,Waistline:, High Rise,2018 Trends:, Floral Patterns,Special Size:, Plus Size"
#05746975,"Women's Going out Plus Size Casual Loose Dress,Floral Round Neck Maxi Cotton Summer Mid Rise Inelastic Medium  ","
				Rs1,295
			",,"Fabric:, Cotton,Dress Length:, Maxi,Special Size:, Plus Size,2018 Trends:, Floral Patterns"
#05746975,"Women's Going out Plus Size Casual Loose Dress,Floral Round Neck Maxi Cotton Summer Mid Rise Inelastic Medium  ","
				Rs1,295
			",,"Fabric:, Cotton,Dress Length:, Maxi,Special Size:, Plus Size,2018 Trends:, Floral Patterns"
#05747311,Women's Daily / Party/ Vintage / Street chic Sheath DressJacquard Round Neck Above Knee  Sleeve Red Rayon / PolyesterAll  ,"
				Rs645
			",,"Style:, Street chic,Occasion:, Party,Dresses Type:, Bodycon, - ,2018 Trends:, Floral Patterns"
#06210454,Women's Daily Casual All Seasons Shirt  ,"
				Rs497
			",,"Tops Type:, T-shirt,Neckline:, Turtleneck,Fabric:, Cotton,Special Size:, Plus Size"
#05592195,"Women's Going out Plus Size Sophisticated Loose Dress,Print V Neck Knee-length Silk Polyester Spring Summer Mid Rise Micro-elastic Medium  ","
				Rs1,126
			",,"Style:, Sophisticated,Fabric:, Silk,Design:, Split,Special Size:, Plus Size"
#04655066,Men's Fashion Obscure Diamond Lattice Slim Fit Long-Sleeve Shirt  ,"
				Rs450
			",,"Occasion:, Work,Fabric:, Polyester, Cotton,Special Size:, Plus Size"
#06129288,"Women's Going out Plus Size Vintage Bodycon Dress,Solid Color Embroidered Stand Midi Long Sleeves Cotton Polyester Spring Fall Mid Waist  ","
				Rs1,166
			",,"Style:, Vintage,Dresses Type:, Bodycon, - ,Fabric:, Cotton,Design:, Mesh, Split,Pattern:, Embroidered,Special Size:, Plus Size"
#05746975,"Women's Going out Plus Size Casual Loose Dress,Floral Round Neck Maxi Cotton Summer Mid Rise Inelastic Medium  ","
				Rs1,295
			",,"Fabric:, Cotton,Dress Length:, Maxi,Special Size:, Plus Size,2018 Trends:, Floral Patterns"
#02111802,"Women's Leaf Adjustable Long Simple Style Fashion Pendant Necklace Silver Plated Alloy Pendant Necklace , Birthday Business Gift Daily  ","
				Rs132
			",https://li2.rightinthebox.com/images/384x384/201409/yijmku1410843653919.jpg,"Shape:, Leaf,Season:, Summer"
#06099173,"Women's Daily Work Knee Length Skirts, Street chic Pencil Others Solid Spring Fall  ","
				Rs742
			",,"Style:, Street chic,Occasion:, Work,Pants Type:, Pencil"
#01331882,"Women's Drop Fashion Elegant Pendant Necklace Crystal Crystal Rhinestone Platinum Plated Alloy Pendant Necklace , Wedding Party Special  ","
				Rs132
			",https://li5.rightinthebox.com/images/384x384/201405/xrstmn1399102941726.jpg,"Material:, Crystal,Season:, Summer"
#05855200,"Women's Going out Plus Size Sophisticated Loose Chiffon Dress,Print Color Block Round Neck Midi Knee-length Short Sleeves Polyester Summer  ","
				Rs1,295
			",,"Style:, Sophisticated,Design:, Layered,Pattern:, Color Block,Special Size:, Plus Size"
#05818764,Women's Stud Earrings Tassel Costume Jewelry Fashion Alloy Leaf Jewelry For Party Birthday Daily  ,"
				Rs264
			",https://li7.rightinthebox.com/images/384x384/201705/pesswf1495177234403.jpg,"Shape:, Leaf"
#01924328,Women's Round Basic Fashion European Simple Style Pendant Necklace Layered Necklace Crystal Black Gemstone Synthetic Gemstones Crystal  ,"
				Rs132
			",https://li7.rightinthebox.com/images/384x384/201409/ebnmod1410315384533.jpg,"Material:, Crystal,Season:, Summer"
#01485384,"Women's Round Bohemian Fashion European Pendant Necklace Turquoise Crystal Rhinestone Resin Pendant Necklace , Party Birthday Gift Daily  ","
				Rs264
			",https://li7.rightinthebox.com/images/384x384/201406/ojlkml1402558933383.jpg,"Material:, Resin,Style:, Bohemian,Gemstone:, Turquoise,Season:, Summer"
#06336296,"Women's Peacock Statement Jewelry Statement Necklace Alloy Statement Necklace , Party Daily  ","
				Rs559
			",https://li4.rightinthebox.com/images/384x384/201711/cwvkys1509607365047.jpg,
#04900838,Women's Jewelry Set Bracelet Ring Vintage Cute Party Work Casual Link/Chain Festival/Holiday Statement Jewelry Party Special Occasion  ,"
				Rs775
			",https://li1.rightinthebox.com/images/384x384/201511/prsrwv1448344242189.jpg,"Season:, Fall, Summer, Spring, Winter"
#05855200,"Women's Going out Plus Size Sophisticated Loose Chiffon Dress,Print Color Block Round Neck Midi Knee-length Short Sleeves Polyester Summer  ","
				Rs1,295
			",,"Style:, Sophisticated,Design:, Layered,Pattern:, Color Block,Special Size:, Plus Size"
#05655936,"Women's Going out Street chic Loose Dress,Print V Neck Knee-length Rayon Polyester Summer Mid Rise Inelastic Medium  ","
				Rs732
			",,"Style:, Street chic,Design:, Split"
#06280003,Men's Daily Casual Hoodie Color Block Hooded Micro-elastic Cotton Long Sleeve Winter Spring Fall  ,"
				Rs298
			",,"Fabric:, Cotton,Design:, Patchwork,Pattern:, Color Block"
#06202086,"Women's High Rise Micro-elastic Slim Jeans Pants, Casual Solid Fall  ","
				Rs497
			",,"Waistline:, High Rise,Pants Type:, Jeans, Slim"
#06033049,"Women's Daily Knee Length Skirts, Casual Bodycon PU Solid Winter Fall  ","
				Rs732
			",,"Pants Type:, Bodycon"
#06221031,"Women's Daily Going out Cute Sexy A Line Dress,Solid V Neck Above Knee Long Sleeves Polyester Winter Fall Mid Rise Micro-elastic Medium  ","
				Rs497
			",,"Style:, Cute, Sexy,Dresses Type:, A Line"
#01924284,"Women's Y Shaped Basic Fashion Long Pendant Necklace Y-Necklace Alloy Pendant Necklace Y-Necklace , Party Daily Casual Beach  ","
				Rs132
			",https://li6.rightinthebox.com/images/384x384/201610/pclv1477635876622.jpg,"Season:, Summer"
#05794421,Led Chandelier Modern/Contemporary Painting Feature Gold White LED Designers Pendant Light Living Room Bedroom Study Room/Office Led G4 Bulb Included  ,"
				Rs39,443
			",https://li8.rightinthebox.com/images/384x384/201705/sesvaf1494579279168.jpg,"Suggested Room Size:, 20-30㎡,Bulb Included or Not:, Bulb Included,Bulb Base:, LED Integrated, G4"
#06256460,Artistic Chic & Modern Retro Chandelier For Bedroom Shops/Cafes AC 220-240 AC 110-120V Bulb not included  ,"
				Rs14,202
			",https://li4.rightinthebox.com/images/384x384/201709/lnwjnx1506668662889.jpg,"Suggested Room Size:, 5-10㎡,Bulb Included or Not:, Bulb Not Included"
#06096091,Men's Daily Hoodie Print Hooded Micro-elastic Cotton Long Sleeve Spring Fall  ,"
				Rs742
			",,"Fabric:, Cotton"
#05698009,Dimmable Modern Crystal Chandeliers Indoor LED Pendant Lighting Ring Lighting 67W  with Remote Control  ,"
				Rs16,805
			",https://li7.rightinthebox.com/images/384x384/201704/ohethy1492137303349.jpg,"Suggested Room Size:, 10-15㎡,Bulb Included or Not:, Bulb Included,Bulb Base:, LED Integrated"
#04745723,"90WPendant Light Modern Design/ LED Three Rings/ 220V~240/100~120V/Special for office,Showroom,Living Room  ","
				Rs15,162
			",https://li6.rightinthebox.com/images/384x384/201710/todi1509335126968.jpg,"Suggested Room Size:, 40-50㎡,Bulb Included or Not:, Bulb Included,Bulb Base:, LED Integrated"
#05944003,XiaoMi Yeelight E26/E27 Colorful RGBW LED Smart Bulb 19 LEDS 600lm 1700-6500K 220-240V WIFI Remote Control  ,"
				Rs1,126
			",https://li7.rightinthebox.com/images/384x384/201706/xfsv1498030028376.jpg,
#06511486,Contemporary Crystal Eye Protection Flush Mount Ambient Light For Bedroom Study Room/Office Cold White Warm White 220-240V 110-120V 1760  ,"
				Rs22,796
			",https://li1.rightinthebox.com/images/384x384/201801/yikfju1516348654285.jpg,"Suggested Room Size:, 20-30㎡,Bulb Included or Not:, Bulb Included,Bulb Base:, G9"
#06526432,Eye Protection Table Lamp For Living Room Bedroom Metal AC100-240V White  ,"
				Rs10,019
			",https://li8.rightinthebox.com/images/384x384/201801/jhopuo1516949801899.jpg,
#06172622,Xiaomi Yeelight USB Powered Wam White Small Night Light High Quality  ,"
				Rs649
			",https://li3.rightinthebox.com/images/384x384/201708/fqnp1503907298227.jpg,"Power Supply:, Battery, USB,Light Type:, LED Night Light,Total Batteries:, 1"
#06449851,Metallic Eye Protection Adjustable Dimmable Dimmable With Remote Control Floor Lamp For Living Room Dining Room Metal AC100-240V Black  ,"
				Rs8,111
			",https://li2.rightinthebox.com/images/384x384/201801/hete1517361449157.jpg,
#04710747,"Antique Bar/­Prep Centerset Rotatable Ceramic Valve Single Handle One Hole Antique Brass, Kitchen faucet  ","
				Rs4,042
			",https://li5.rightinthebox.com/images/384x384/201801/rbwn1517379392860.jpg,"Installation Type:, Centerset,Installation Holes and Handles:, Single Handle One Hole,Installation Hole Diameter (CM):, 35mm(1.37""),Faucet Body Material:, Brass"
#04844642,"Sprinkle® Kitchen Faucets  ,  Transitional  with  Chrome Single Handle One Hole  ,  Feature  for Pull out  ","
				Rs5,765
			",https://li5.rightinthebox.com/images/384x384/201801/wrtb1517379088444.jpg,
#05284434,"Traditional Standard Spout Centerset Widespread Ceramic Valve Single Handle One Hole Antique Brass, Kitchen faucet  ","
				Rs3,843
			",https://li6.rightinthebox.com/images/384x384/201609/fiikut1474542699847.jpg,"Installation Type:, Centerset,Installation Holes and Handles:, Single Handle One Hole,Installation Hole Diameter (CM):, 3.5(1.37""),Faucet Body Material:, Brass"
#00631963,"Contemporary  with  Chrome Single Handle Two Holes  ,  Feature  for Wall Mount  ","
				Rs2,624
			",https://li8.rightinthebox.com/images/384x384/201309/fhdghh1380514141033.jpg,
#00237078,"Antique Shower System Rain Shower Handshower Included Ceramic Valve Three Holes Single Handle Three Holes Antique Brass, Shower Faucet  ","
				Rs10,337
			",https://li2.rightinthebox.com/images/384x384/201801/xwix1517379038589.jpg,"Features:, Handshower Included, Rain Shower,Faucet Type:, Shower Faucet,Installation Type:, Shower System,Installation Holes and Handles:, Single Handle Three Holes, Three Holes,Handshower Material:, Brass,Faucet Body Material:, Brass,Handshower Included:, Yes"
#00587149,"Contemporary  with  Brushed Single Handle One Hole  ,  Feature  for Centerset  ","
				Rs1,624
			",https://li7.rightinthebox.com/images/384x384/201308/gzxk1376050628711.jpg,"Faucet Body Material:, Stainless Steel"
#00068650,"Contemporary Pull-out/­Pull-down Deck Mounted Pre Rinse Pullout Spray Ceramic Valve One Hole Single Handle One Hole Chrome, Kitchen faucet  ","
				Rs2,178
			",https://li1.rightinthebox.com/images/384x384/201111/xbux1320639291484.jpg,"Installation Type:, Deck Mounted,Installation Holes and Handles:, Single Handle One Hole,Faucet Body Material:, Brass"
#05322925,"Contemporary Centerset Waterfall Ceramic Valve One Hole Single Handle One Hole Nickel Brushed, Bathroom Sink Faucet  ","
				Rs4,241
			",https://li1.rightinthebox.com/images/384x384/201610/cynpav1476092562056.jpg,"Installation Type:, Centerset,Installation Holes and Handles:, Single Handle One Hole,Faucet Body Material:, Brass"
#01740680,"Antique Centerset Rotatable Ceramic Valve One Hole Single Handle One Hole Chrome, Bathroom Sink Faucet  ","
				Rs2,679
			",https://li4.rightinthebox.com/images/384x384/201408/qlnnkc1407220164489.jpg,"Installation Type:, Centerset,Installation Holes and Handles:, Single Handle One Hole,Faucet Body Material:, Brass"
#02801383,"Animals 3D Wall Stickers Mirror Wall Stickers Decorative Wall Stickers, Vinyl Home Decoration Wall Decal Wall  ","
				Rs529
			",https://li8.rightinthebox.com/images/384x384/201503/ruehmm1426518056805.jpg,
#04688190,"Hand-Painted Landscape Horizontal Panoramic, Modern Canvas Oil Painting Home Decoration One Panel  ","
				Rs4,572
			",https://li4.rightinthebox.com/images/384x384/201512/xrjhha1449736270863.jpg,
#04785404,"Hand-Painted Still Life Horizontal, Modern Canvas Oil Painting Home Decoration One Panel  ","
				Rs4,704
			",https://li6.rightinthebox.com/images/384x384/201601/afkqri1453300884220.jpg,
#00593371,"Hand-Painted Abstract Vertical, Classic Traditional Oil Painting Home Decoration One Panel  ","
				Rs4,108
			",https://li7.rightinthebox.com/images/384x384/201305/gmmqqh1369206921291.jpg,
#04985573,"Hand-Painted Abstract Vertical, Modern Canvas Oil Painting Home Decoration One Panel  ","
				Rs3,777
			",https://li4.rightinthebox.com/images/384x384/201605/clogos1463971019380.jpg,
#02801306,"Mirrors Wall Stickers Mirror Wall Stickers Decorative Wall Stickers, Vinyl Home Decoration Wall Decal Wall  ","
				Rs463
			",https://li5.rightinthebox.com/images/384x384/201503/pxnnhg1426517704915.jpg,
#04644411,"Hand-Painted Abstract Vertical, Modern Canvas Oil Painting Home Decoration One Panel  ","
				Rs3,976
			",https://li4.rightinthebox.com/images/384x384/201512/ifgrss1448935628685.jpg,
#03702401,"Shapes Wall Stickers Luminous Wall Stickers Decorative Wall Stickers, Vinyl Home Decoration Wall Decal Wall  ","
				Rs132
			",https://li1.rightinthebox.com/images/384x384/201506/ecaban1434531076779.jpg,
#05221909,Window Film Window Decals Style Enchanting Bouquet PVC Window Film - (100 x 45)cm  ,"
				Rs198
			",https://li8.rightinthebox.com/images/384x384/201608/kmvhup1472202254063.jpg,"Features:, Window Film,Recommended for:, Office, Bedroom, Dining Room, Shop /Cafe, Bath Room, Living Room, Kids Room"
#05242835,"Hand-Painted Animals Horizontal, Modern Canvas Oil Painting Home Decoration One Panel  ","
				Rs4,439
			",https://li6.rightinthebox.com/images/384x384/201609/vwbxzx1473042843762.jpg,
#05310766,Fashion Christmas Decorations Cartoon Wall Stickers Plane Wall Stickers Decorative Wall Stickers Home Decoration Wall Decal Wall  ,"
				Rs357
			",https://li1.rightinthebox.com/images/384x384/201610/aflsrz1475890364635.jpg,
#04051199,Bed Linen Satin Textile Silk Chinese Silk Bedding Set Red Wedding Sets Bedsheet Pillowcase  ,"
				Rs2,650
			",https://li8.rightinthebox.com/images/384x384/201611/wnrl1479723197343.jpg,"Crafts:, Reactive Print,Thread Count:, 200 Tc"
#04914073,"Grommet Top One Panel Curtain Country , Jacquard Living Room Polyester Material Sheer Curtains Shades Home Decoration  ","
				Rs2,186
			",https://li8.rightinthebox.com/images/384x384/201612/elwe1481177771890.jpg,"Shop By Room:, Living Room,Crafts:, Jacquard,Curtain Type:, Sheer Curtains Shades"
#04819491,Owl Duvet Cover+Pillowcases 3pcs bedding set  ,"
				Rs3,445
			",https://li1.rightinthebox.com/images/384x384/201702/hbtc1487057664851.jpg,"Crafts:, Reactive Print,Thread Count:, >800 Tc"
#05160317,"Contemporary Polyester Sofa Cover , With Ties Solid Jacquard Slipcovers  ","
				Rs2,206
			",https://li7.rightinthebox.com/images/384x384/201608/iyutei1470729046811.jpg,"Type:, Sofa Cover"
#06502323,"Fresh Style Bath Robe,Solid Superior Quality 100% Polyester 100% Polyester Towel  ","
				Rs473
			",https://li2.rightinthebox.com/images/384x384/201801/oovtgg1516093381221.jpg,"Type:, Bath Robe"
#05543564,"Duvet Cover Sets Floral 4 Piece Silk/Cotton Blend Jacquard Silk/Cotton Blend 4pcs (1 Duvet Cover, 1 Flat Sheet, 2 Shams)  ","
				Rs3,578
			",https://li1.rightinthebox.com/images/384x384/201702/mdlfli1486715436667.jpg,"Material:, Silk/Cotton Blend,Crafts:, Jacquard,Thread Count:, 500 Tc,Composition:, 4pcs (1 Duvet Cover, 1 Flat Sheet, 2 Shams),Note:, twin size include: 1 bed sheet  1 duvet cover and 1pillowcase ,  the other sizes includes : 1 bed sheet  1 duvet cover and 2 pillowcases"
#04913844,"Grommet Top One Panel Curtain Country , Jacquard Living Room Polyester Material Sheer Curtains Shades Home Decoration  ","
				Rs1,921
			",https://li3.rightinthebox.com/images/384x384/201604/mrhicd1460693146239.jpg,"Shop By Room:, Living Room,Crafts:, Jacquard,Curtain Type:, Sheer Curtains Shades"
