sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visiblity,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_main_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty-inc,enable_qty_increments,is_decimal_divided,website_id,defered_stock_update,use_config_defered_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,product_img
#04252678,,,,,,new Oval Makeup Tool Cosmetic Foundation Cream Powder Blush Makeup Brush  ,,,,,,"
				Rs132
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201606/oixy1465958127011.jpg
#05167956,,,,,,Fashion Women Dress Bracelets For Women Roman Numerals Snap Button Bracelet Bracelet Femme 18K Gold Jewelry Christmas Gifts  ,,,,,,"
				Rs728
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201608/ovqftc1470894511459.jpg
#05365462,,,,,,"Women's Daily Street chic Solid Turtleneck Pullover, Long Sleeves Winter Fall  ","Neckline:, Turtleneck",,,,,"
				Rs1,013
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05671730,,,,,,Women's Striped Push Up Halter Monokini Swimwear Blue Black Red Gray  ,"Style:, Push-up,Neckline:, Halter,Swimwear Category:, Monokini,Pattern:, Striped",,,,,"
				Rs675
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201707/guek1500537383729.jpg
#04648155,,,,,,"Women's Halter One-pieces , Color Block / Solid / Bandage Wireless / Padded Bras Nylon White  ","Neckline:, Halter,Swimwear Category:, One-piece",,,,,"
				Rs732
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04961458,,,,,,Women's Lace up  Crop Top Hollow Out Vest Embroidered Plunge V Neck Self-tie Strap Cap Sleeve Waistcoat  ,"Tops Type:, T-shirt,Fabric:, Cotton,Design:, Cut Out",,,,,"
				Rs450
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04997548,,,,,,Women's High Rise Micro-elastic Bootcut Jeans Pants Solid Cotton All Seasons  ,"Fabric:, Cotton,Waistline:, High Rise,Pants Type:, Jeans",,,,,"
				Rs732
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#01659650,,,,,,"Women's Solid Black Bikini Set, High Waist Sexy Halter  ","Neckline:, Halter,Swimwear Category:, Bikini",,,,,"
				Rs563
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05627047,,,,,,LooseBeach Holiday Sexy Floral Ruffle Deep V ½ Length Sleeve High Rise Cotton Micro-elastic Summer  ,"Style:, Sexy,Occasion:, Holiday, Beach,Neckline:, Deep V,Fabric:, Cotton,Design:, Ruffle,Waistline:, High Rise",,,,,"
				Rs844
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05805935,,,,,,"Women's Going out Loose Dress,Embroidered Deep V Mini Sleeveless Polyester Summer Mid Rise Micro-elastic Medium  ","Neckline:, Deep V,Dress Length:, Mini,Pattern:, Embroidered,2018 Trends:, Floral Patterns",,,,,"
				Rs957
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05132968,,,,,,Women's Going out Casual Coat  ,,,,,,"
				Rs1,013
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201607/rzfoiy1469787579541.jpg
#06001757,,,,,,"Women's Plus Size Mid Rise strenchy Skinny Jeans Pants, Street chic Embroidery Cotton Blend Spring, Fall, Winter, Summer  ","Style:, Street chic,Design:, Embroidered, Denim,Pants Type:, Jeans, Skinny,Special Size:, Plus Size",,,,,"
				Rs844
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05045245,,,,,,Luxurious Engagement Classic Square Cubic Zirconia Ring 925 Sterling Silver Rings Women Wedding Jewelry  ,"Material:, Sterling Silver",,,,,"
				Rs2,186
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201606/egvnpe1466790305939.jpg
#05310265,,,,,,Women's Off The Shoulder|Ruffle Daily Sexy ShirtPlaid Notch Lapel Long Sleeve Blue / Pink / Red / White Cotton Medium  ,"Tops Type:, Shirt,Fabric:, Cotton",,,,,"
				Rs844
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05128448,,,,,,"Women's Going out / Daily Simple Regular Pullover,Solid Red / Black / Brown / Green  ",,,,,,"
				Rs788
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04993975,,,,,,WINNER® Men's Automatic self-winding Tachymeter Vintage Mechanical Water Resistant / Water Proof Luminous Hollow Skeleton Stainless Steel Wrist Watch  ,"Movement Type:, Automatic self-winding, - ,Type:, Skeleton Watch,Style:, Vintage,Features:, Tachymeter, - , Water Resistant / Water Proof, - , Luminous, - ",,,,,"
				Rs1,457
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201605/kxvovo1464334976200.jpg
#01350209,,,,,,Women's Bangles Cuff Bracelet Basic Love Fashion Costume Jewelry Rhinestone Gold Plated Alloy Heart Jewelry For Wedding Party Birthday  ,,,,,,"
				Rs132
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201405/vfsstt1399531994676.jpg
#01924328,,,,,,Women's Round Basic Fashion European Simple Style Pendant Necklace Layered Necklace Crystal Black Gemstone Synthetic Gemstones Crystal  ,"Material:, Crystal",,,,,"
				Rs132
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201409/ebnmod1410315384533.jpg
#05911983,,,,,,SKMEI 1155 Men's Sport Watch LED Digital Watch Digital Alarm Calendar Silicone Band Black  ,"Features:, Calendar / date / day, - , Alarm, - ,Battery:, Maxell626+2025,Battery Life:, Two Years",,,,,"
				Rs861
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05276575,,,,,,CURREN® men watch  Leisure Wide Strap Leather quartz wristwatch military watch relogio masculino Montres homme  ,"Features:, Calendar / date / day, - ,Battery:, Sony S626,Battery Life(H):, Two Years",,,,,"
				Rs1,192
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05065277,,,,,,ASJ® Men's Sport Watch Japanese Quartz LCD Chronograph Water Resistant / Water Proof Dual Time Zones Stopwatch Noctilucent Stainless Steel Band Watch  ,"Movement From:, Japanese,Features:, Noctilucent, Stopwatch, - , Water Resistant / Water Proof, - , Dual Time Zones, LCD, Chronograph, - ,Battery:, Maxell SR626SW + SEIKO CR2025,Battery Life(H):, Two Years",,,,,"
				Rs1,325
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201607/xdtltq1467681786755.jpg
#06049223,,,,,,NAVIFORCE Men's Sport Watch Dress Watch Fashion Quartz Digital LCD Calendar Water Proof Dual Time Zones Luxury Brand Watch  ,"Features:, Noctilucent, Water Resistant / Water Proof, - , Dual Time Zones, LCD, Calendar / date / day, - ,Battery:, Maxell626+2025,Battery Life:, Two Years",,,,,"
				Rs1,457
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05163264,,,,,,Kigurumi Pajamas Lemur Onesie Pajamas Costume Polar Fleece Ink Blue Cosplay For Adults' Animal Sleepwear Cartoon Halloween Festival /  ,"Gender:, Adults',Material:, Polar Fleece,Types:, Kigurumi Pajamas,Holiday:, Christmas",,,,,"
				Rs1,325
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201608/lvjliq1470794802117.jpg
#05793302,,,,,,NAVIFORCE Men's Sport Watch Military Watch Fashion Wrist watch Casual Japanese Quartz Calendar / date / day Water Resistant   ,"Movement From:, Japanese,Features:, Large Dial, LED, Water Resistant / Water Proof, - , Luminous, - , Calendar / date / day, - ,Battery:, Maxell2025,Battery Life:, Two Years",,,,,"
				Rs1,921
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05026625,,,,,,Magnet Toys Building Blocks Neodymium Magnet Magnetic Balls 648 Pieces 5mm Toys Magnet Gift  ,,,,,,"
				Rs2,650
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201802/srfd1517541590379.jpg
#05313647,,,,,,2*216PCS 3MM Golden&Silver Combined DIY Magnetic Balls Sphere Beads Magic Magnet Puzzle Executive Building Block  ,,,,,,"
				Rs795
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201610/umfwox1475920961402.jpg
#05750671,,,,,,Magnet Toys Magic Cube Super Strong Rare-Earth Magnets Neodymium Magnet Magnetic Balls Stress Relievers 1000 Pieces 3mm Toys Magnetic  ,,,,,,"
				Rs1,656
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li3.rightinthebox.com/images/384x384/201709/ser1505804922455.jpg
#04733410,,,,,,Kigurumi Pajamas Flying Horse Unicorn Onesie Pajamas Costume Polar Fleece Rose Green Blue Yellow+Blue White+Gray Cosplay For Adults'  ,"Gender:, Adults',Material:, Polar Fleece,Types:, Kigurumi Pajamas,Holiday:, Christmas",,,,,"
				Rs1,325
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05585752,,,,,,Magnet Toys Building Blocks Neodymium Magnet Magnetic Balls 216 Pieces 5mm Toys Magnet Chic & Modern High Quality Circular Gift  ,,,,,,"
				Rs861
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201709/emjf1505800563794.jpg
#01492779,,,,,,Kigurumi Pajamas Dinosaur Onesie Pajamas Costume Polar Fleece Dark Green Cosplay For Adults' Animal Sleepwear Cartoon Halloween Festival  ,"Gender:, Adults',Material:, Polar Fleece,Types:, Kigurumi Pajamas,Holiday:, Christmas",,,,,"
				Rs1,325
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201406/qkmlkj1402658326152.jpg
#06179825,,,,,,RC Drone SHR/C SH5HD 4CH 6 Axis 2.4G With 1080P HD Camera RC Quadcopter Height Holding Wide-Angle Camera FPV One Key To Auto-Return  ,"Built-in Camera:, With 1080P HD Camera,Function:, FPV, Hover, Access Real-Time Footage, Auto-Takeoff, One Key To Auto-Return",,,,,"
				Rs2,319
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201708/neoqok1504064403090.jpg
#04116893,,,,,,FQ777-124 Pocket Drone 4CH 6Axis 2.4G Gyro RC Quadcopter With Switchable Controller RTF  ,"Function:, Ground Station, 360°Rolling, Headless Mode, One Key To Auto-Return",,,,,"
				Rs728
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201605/sasj1462949807987.jpg
#05567045,,,,,,A-Line Off-the-shoulder Floor Length Tulle Formal Evening Dress with Beading by Embroidered Bridal  ,,,,,,"
				Rs4,771
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05870297,,,,,,Mermaid / Trumpet One Shoulder Floor Length Satin Formal Evening Dress with Pleats by Embroidered Bridal  ,"Style:, Furcal, - ,Silhouette:, Mermaid / Trumpet, - ",,,,,"
				Rs3,578
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05720541,,,,,,Magnetic Putty Magnet Toys Thinking Putty 1 Pieces Toys Magnetic DIY Sphere Birthday Children's Day Gift  ,,,,,,"
				Rs377
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201712/syx1513748052883.jpg
#06022403,,,,,,Jumpsuit One Shoulder Floor Length Chiffon Formal Evening Dress with Pleats by TS Couture®  ,"Silhouette:, Jumpsuit, - ",,,,,"
				Rs8,614
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02019088,,,,,,A-Line Jewel Neck Floor Length Georgette Prom Formal Evening Dress with Beading Appliques Pearl Detailing by CHQY  ,"Style:, Lace Up, - ,Embellishment:, Appliques, - ",,,,,"
				Rs4,771
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05782493,,,,,,24box Ceramic Wedding Favor Beter Gifts® Door Gifts  ,,,,,,"
				Rs4,406
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201705/jbmctt1494321665784.jpg
#06048200,,,,,,Maxlindy Women's Going out Daily Party Vintage Street chic Sophisticated A Line Dress  ,,,,,,"
				Rs1,689
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05671784,,,,,,Women's Vintage Mesh Lace Striped Beachwear Swim Dress Tankini  ,"Style:, Mesh,Neckline:, Halter,Swimwear Category:, Tankini,Pattern:, Striped",,,,,"
				Rs901
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201705/wwzmax1494566950150.jpg
#06029266,,,,,,Women's Floral Geometric Color Block Print Halter One-piece Swimwear Black  ,"Style:, Floral,Neckline:, Halter,Swimwear Category:, One-piece",,,,,"
				Rs1,070
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06249377,,,,,,Women's Daily Going out Casual Street chic Sophisticated Sheath Swing Midi Dress Ruched Print Boat Neck Half Sleeves Fall  ,,,,,,"
				Rs2,084
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#03684360,,,,,,"Maggie Tang Women's Black/Red/Blue 50s Vintage Swing Midi Dress,Plus Size  ","Occasion:, Party,Dresses Type:, A Line,Fabric:, Cotton,Special Size:, Plus Size",,,,,"
				Rs1,408
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06316722,,,,,,"YHSP Women's Daily Going out Cute Casual Street chic A Line Sheath Dress,Solid Round Neck Knee-length Long Sleeves Polyester Winter Fall Mid  ",,,,,,"
				Rs2,816
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06351640,,,,,,Women's One-piece Floral  ,"Swimwear Category:, One-piece",,,,,"
				Rs645
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05623343,,,,,,Women's Solid Solid Halter Monokini Swimwear Black  ,"Neckline:, Halter,Swimwear Category:, Monokini",,,,,"
				Rs901
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201703/yatoqu1489979209062.jpg
#02785624,,,,,,Burvogue Women's Lace Up Black Slimming Tops Plus Size Corset  ,"Style:, Overbust Corset,Fabric:, Cotton,Pattern:, Jacquard",,,,,"
				Rs1,126
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05366295,,,,,,Women Bags PU Shoulder Bag Ruffles for Event/Party Casual Formal Outdoor Office & Career Winter Spring Summer Fall All Seasons Black Wine  ,"Occasion:, Casual, Formal",,,,,"
				Rs1,490
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201610/usjjue1477551893041.jpg
#06244325,,,,,,Men Bags Cowhide Coin Purse Zipper for All Seasons Gray Almond Coffee Brown Army Green  ,"Type:, Coin Purse,Main Materials:, Cowhide, - ",,,,,"
				Rs655
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201709/oekeoo1506404148238.jpg
#04696359,,,,,,SUN LISA Women‘s Dance Shoes Latin / Salsa Satin Heel Black / Brown / Silver / Leopard /  Customizable  ,"Occasion:, Indoor, Professional, Practice, Performance,Category:, Salsa, Latin,Outsole Materials:, Leather, - ",,,,,"
				Rs1,073
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201701/ttjq1483604117242.jpg
#05867491,,,,,,"Women's Beach Holiday Plus Size Casual Chinoiserie Sophisticated A Line Sheath Swing Dress,Print Round Neck Midi Half Sleeves Polyester  ","Fabric:, Chiffon,Special Size:, Plus Size",,,,,"
				Rs1,239
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04494717,,,,,,Women Bags Polyester Evening Bag Imitation Pearl Crystal/ Rhinestone for Wedding Event/Party Formal Office & Career All Seasons Purple  ,"Occasion:, Event/Party",,,,,"
				Rs1,610
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201508/zfggen1438599809284.jpg
#05457856,,,,,,Unisex Shoes PU Spring Fall Comfort Light Up Shoes Sneakers Walking Shoes Flat Heel Round Toe Lace-up LED for Athletic Casual Outdoor  ,"Style:, Light Up Shoes, - ,Embellishment:, Lace-up",,,,,"
				Rs1,192
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201712/gnre1513656235451.jpg
#04931181,,,,,,Women Bags PU Tote Rivet Ruffles for Event/Party Shopping Casual Sports Formal Outdoor Office & Career All Seasons Fuchsia Pink Wine  ,"Occasion:, Casual, Formal",,,,,"
				Rs1,192
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201608/ujbi1471423924954.jpg
#02605744,,,,,,Women's Latin Salsa Ballroom Satin Sandal Buckle Ribbon Tie Customized Heel Pink Blue Yellow Fuchsia Purple Customizable  ,"Gender:, Women's,Category:, Salsa, Ballroom, Latin",,,,,"
				Rs2,087
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201608/ctdn1470364273819.jpg
#04861909,,,,,,Women Bags PU Tote Ruffles for Wedding Shopping Casual Formal Outdoor Office & Career All Seasons Red Pink Wine Light Blue Royal Blue  ,"Occasion:, Casual, Formal",,,,,"
				Rs1,192
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201608/ecbz1471423739453.jpg
#04844642,,,,,,"Sprinkle® Kitchen Faucets  ,  Transitional  with  Chrome Single Handle One Hole  ,  Feature  for Pull out  ",,,,,,"
				Rs5,765
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201801/wrtb1517379088444.jpg
#04745723,,,,,,"90WPendant Light Modern Design/ LED Three Rings/ 220V~240/100~120V/Special for office,Showroom,Living Room  ","Suggested Room Size:, 40-50㎡,Bulb Included or Not:, Bulb Included,Bulb Base:, LED Integrated",,,,,"
				Rs15,162
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201710/todi1509335126968.jpg
#05123226,,,,,,YWXLight® 4W G9 LED Bi-pin Lights 14SMD 2835 400lm Warm/Cold White Dimmable AC220/110V 5pcs  ,,,,,,"
				Rs417
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201512/dbjjyx1449655720936.jpg
#04037005,,,,,,Ecolight® E27 40W 2700k Warm White Retro Incandescent Lamp EdisonBulb (AC220~240V)  ,,,,,,"
				Rs211
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201612/clpq1480659972811.jpg
#05166241,,,,,,YWXLight® 4W G9 LED Bi-pin Lights 14SMD 2835 400lm Warm/Cold White Dimmable AC220/110V 10pcs  ,,,,,,"
				Rs1,013
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201608/sxodkj1470824908581.jpg
#05123227,,,,,,10PCS 3W 250lm G4 LED Bi-pin Lights MR11 12 LEDs 2835 Decorative Warm White Cold White Natural White AC220-240V/DC12V  ,,,,,,"
				Rs596
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201607/ohizjq1469605017311.jpg
#00240093,,,,,,"Contemporary  with  Chrome Single Handle One Hole  ,  Feature  for Waterfall Centerset  ","Style:, Contemporary,Features:, Centerset, Waterfall,Finish:, Chrome",,,,,"
				Rs1,767
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201207/mdvlkv1343723353340.jpg
#00426429,,,,,,"Transitional  with  Oil-rubbed Bronze Single Handle One Hole  ,  Feature  for Centerset  ",,,,,,"
				Rs1,447
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201211/bmtz1354261039343.jpg
#04468837,,,,,,Dragonhawk® Professional Tattoo Kit 4 Cast Iron Tattoo  Machine Liner&Shader Power Supply Complete Kit  ,,,,,,"
				Rs8,946
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li5.rightinthebox.com/images/384x384/201801/qnq1516762092008.jpg
#03854084,,,,,,Professional Tattoo Kit 10 Color Inks 1 Rotary Machine 2 Cast Iron Machines Liner & Shader LCD Power 20 Tattoo Needles  ,"Tattoo Machine Type:, 1 rotary machine liner & shader, 2 cast iron machine liner & shader",,,,,"
				Rs2,981
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201711/zkll1511141582929.jpg
#05263614,,,,,,Top Quality High 180% Density Natural Black Wig Heat Resistant Synthetic Hair Wig Curly Wigs Lace Front Wigs  ,"Hair Material:, Synthetic Hair, - ",,,,,"
				Rs2,743
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li4.rightinthebox.com/images/384x384/201707/bvfcig1499680970663.jpg
#05431106,,,,,,Women Synthetic Wigs Unicorn Look Rainbow Long Natural Wave Pink Highlighted/Balayage Hair Side Part Natural Wigs Costume Wigs  ,"Hair Material:, Synthetic Hair, - ",,,,,"
				Rs1,097
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li1.rightinthebox.com/images/384x384/201611/uhjr1479784396244.jpg
#05129700,,,,,,Cheap Women Synthetic Lace Front Wigs 150% Density Kinky Curly Natural Black Color Hair Upto Wig High Quality   ,"Hair Material:, Synthetic Hair, - ",,,,,"
				Rs2,469
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201607/eezpnx1469700450562.jpg
#05880849,,,,,,Long Silky Straight Lace Front Wig Synthetic For Women Heat Resistant L Part High Temperature Synthetic Hair Wigs  ,"Hair Material:, Synthetic Hair, - ,Cap Construction:, L Part",,,,,"
				Rs2,281
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201706/rzvtmn1496389425508.jpg
#03854077,,,,,,Beginner Tattoo Kit 1 Machine Professional Tattoo Kit 1 Cast Iron Machine Liner & Shader 1 Mini Power Supply 10 Tattoo Needles No Carrying Case  ,"Tattoo Machine Type:, 1 cast iron machine liner & shader",,,,,"
				Rs2,087
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li7.rightinthebox.com/images/384x384/201507/pdbt1436845191181.jpg
#03071579,,,,,,Dragonhawk® Starter Tattoo Kits 2 Cast Iron Machine Liner & Shader LCD Power Supply Complete Kit  ,"Tattoo Machine Type:, 2 cast iron machine liner & shader",,,,,"
				Rs2,981
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201711/lgmz1511142874901.jpg
